T13,Gross Value added by kind of economic activity,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
780,Trinidad and Tobago,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.0,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,1995,Industry (% of gross value added),42.9,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2005,Industry (% of gross value added),56.7,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2010,Industry (% of gross value added),52.3,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2015,Industry (% of gross value added),40.1,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2018,Industry (% of gross value added),42.6,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2019,Industry (% of gross value added),40.8,Excludes publishing activities.;Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,1995,Services (% of gross value added),53.8,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2005,Services (% of gross value added),42.4,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2010,Services (% of gross value added),47.0,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2015,Services (% of gross value added),58.8,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2018,Services (% of gross value added),56.3,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2019,Services (% of gross value added),58.1,Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.0,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.1,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.9,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.2,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.9,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,1995,Industry (% of gross value added),29.6,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2005,Industry (% of gross value added),28.8,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2010,Industry (% of gross value added),31.1,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2015,Industry (% of gross value added),26.6,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2018,Industry (% of gross value added),24.7,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2019,Industry (% of gross value added),24.0,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,1995,Services (% of gross value added),59.9,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2005,Services (% of gross value added),61.3,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2010,Services (% of gross value added),60.8,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2015,Services (% of gross value added),62.5,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2018,Services (% of gross value added),64.1,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2019,Services (% of gross value added),65.1,At factor cost.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
792,Turkey,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.5,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
792,Turkey,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.2,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
792,Turkey,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.8,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
792,Turkey,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.4,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
792,Turkey,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.1,Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
